fullpart_time,gender,months_work,respect,hr_wage,fullpart_time_char,gender_char
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,16.78321678322,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,27.85714285715,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.11111111112,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,47.22222222223,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,1,(1) Strongly agree,9,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14.1,Full-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,11.5,Full-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,14,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.5,Full-time,Female
(2) Part-time worker,(2) Female,1,(5) Strongly disagree,9,Part-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,9,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16.83,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.4,Full-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,3,(1) Strongly agree,8.5,Full-time,Female
(2) Part-time worker,(2) Female,12,(4) Disagree,8.5,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,18.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,26.04,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,11,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10,Full-time,Female
(1) Full-time worker,(2) Female,5,(2) Agree,14.54,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.69565217392,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,11.22661122662,Full-time,Female
(1) Full-time worker,(2) Female,7,(1) Strongly agree,15.5,Full-time,Female
(1) Full-time worker,(2) Female,NA,(1) Strongly agree,15,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,NA,Full-time,Female
(1) Full-time worker,(2) Female,4,(3) Neither agree nor disagree,7.96878378379,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15,Full-time,Female
(1) Full-time worker,(2) Female,8,(2) Agree,14,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,15,Part-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,51.42857142858,Part-time,Female
(2) Part-time worker,(2) Female,6,(2) Agree,107.32142857143,Part-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,33.33333333334,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.54054054055,Full-time,Female
(1) Full-time worker,(2) Female,11,(1) Strongly agree,7.91775,Full-time,Female
(1) Full-time worker,(2) Female,11,(3) Neither agree nor disagree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,16.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,9.75,Part-time,Female
(1) Full-time worker,NA,12,NA,20,Full-time,NA
(1) Full-time worker,(1) Male,8,(2) Agree,9.25,Full-time,Male
(1) Full-time worker,(2) Female,12,(2) Agree,13.7,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.80000000001,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(2) Agree,16.45161290323,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,15.88,Part-time,Female
(2) Part-time worker,(2) Female,10,(2) Agree,12.5,Part-time,Female
(1) Full-time worker,(2) Female,11,(1) Strongly agree,51.42857142858,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,5.76923076924,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(2) Agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,8,Part-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,NA,Part-time,Female
(1) Full-time worker,(2) Female,10,(3) Neither agree nor disagree,38.88888888889,Full-time,Female
NA,(2) Female,11,NA,NA,NA,Female
(1) Full-time worker,(2) Female,6,(1) Strongly agree,7.75,Full-time,Female
NA,NA,NA,NA,51.42857142858,NA,NA
(1) Full-time worker,(2) Female,10,(1) Strongly agree,9,Full-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,18.11025641026,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,13.75,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,5,(1) Strongly agree,15,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,19.25,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,NA,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(1) Male,12,(1) Strongly agree,13.46153846154,Full-time,Male
(2) Part-time worker,(2) Female,12,(2) Agree,8,Part-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,12.04,Full-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,14.99,Full-time,Female
(1) Full-time worker,(2) Female,10,(2) Agree,9,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,12,Full-time,Female
(1) Full-time worker,(2) Female,1,(2) Agree,9,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,9.5,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,11.8,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,22.575,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,21.875,Full-time,Female
(2) Part-time worker,(2) Female,10,(3) Neither agree nor disagree,17.61904761905,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9.25,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,11.8,Part-time,Female
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,9,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,NA,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,NA,Part-time,Female
(1) Full-time worker,(2) Female,2,(1) Strongly agree,12,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,18.52941176471,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,22.47,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,22.15,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.5,Full-time,Female
(2) Part-time worker,(2) Female,3,(1) Strongly agree,7.75,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,20,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.46153846154,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,14,Part-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,6.42857142858,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,54.9575,Part-time,Female
(1) Full-time worker,(1) Male,12,(4) Disagree,15.97,Full-time,Male
(1) Full-time worker,(2) Female,12,(2) Agree,22.97297297298,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,15.98,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,3,(2) Agree,11,Part-time,Female
(1) Full-time worker,(2) Female,6,(2) Agree,10,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.75,Full-time,Female
(1) Full-time worker,(2) Female,7,(1) Strongly agree,10.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,26.59375,Full-time,Female
(2) Part-time worker,(2) Female,1,(5) Strongly disagree,8,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.12308,Full-time,Female
(1) Full-time worker,(2) Female,9,(2) Agree,13.56,Full-time,Female
(1) Full-time worker,(2) Female,10,(4) Disagree,21.32132132133,Full-time,Female
(2) Part-time worker,(2) Female,8,(1) Strongly agree,9,Part-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,17.85714285715,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,17,Full-time,Female
(2) Part-time worker,(2) Female,10,(2) Agree,11,Part-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,13.89,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,9,(1) Strongly agree,28.82882882883,Full-time,Female
(2) Part-time worker,(2) Female,12,(3) Neither agree nor disagree,12.5,Part-time,Female
(1) Full-time worker,(2) Female,10,(1) Strongly agree,19,Full-time,Female
(2) Part-time worker,(2) Female,12,(4) Disagree,7.85,Part-time,Female
(2) Part-time worker,(2) Female,12,(3) Neither agree nor disagree,54.9575,Part-time,Female
(1) Full-time worker,(2) Female,12,(4) Disagree,13,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,9,(2) Agree,18,Part-time,Female
(2) Part-time worker,(2) Female,9,(2) Agree,18,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,19.84895833334,Full-time,Female
NA,NA,NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,10,Part-time,Female
(1) Full-time worker,(2) Female,1,(1) Strongly agree,11.08108108109,Full-time,Female
(2) Part-time worker,(2) Female,7,(1) Strongly agree,10.5,Part-time,Female
(1) Full-time worker,(2) Female,8,(2) Agree,16.54135338346,Full-time,Female
NA,(2) Female,NA,NA,NA,NA,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,6.5,Part-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,9,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,13,Part-time,Female
(1) Full-time worker,(2) Female,4,(4) Disagree,7.5,Full-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,14.70588235295,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,7.25,Full-time,Female
(1) Full-time worker,(2) Female,11,(2) Agree,13.75,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,14.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,16.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.25,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,10.20408163266,Full-time,Female
(2) Part-time worker,(2) Female,12,(1) Strongly agree,10,Part-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,13.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,37.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,12.5,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12,Full-time,Female
NA,(2) Female,NA,(1) Strongly agree,NA,NA,Female
(1) Full-time worker,(2) Female,5,(2) Agree,10,Full-time,Female
(1) Full-time worker,(2) Female,8,(1) Strongly agree,12,Full-time,Female
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.82,Full-time,Female
(1) Full-time worker,(2) Female,12,(5) Strongly disagree,16,Full-time,Female
(1) Full-time worker,(2) Female,10,(3) Neither agree nor disagree,20.3,Full-time,Female
(1) Full-time worker,(2) Female,10,(3) Neither agree nor disagree,7.7125,Full-time,Female
(1) Full-time worker,(2) Female,11,(1) Strongly agree,9.8076923077,Full-time,Female
(1) Full-time worker,(2) Female,9,(3) Neither agree nor disagree,20,Full-time,Female
(2) Part-time worker,(2) Female,12,(2) Agree,13,Part-time,Female
(2) Part-time worker,(1) Male,1,(2) Agree,8,Part-time,Male
NA,NA,NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17.46,Full-time,Female
(1) Full-time worker,(2) Female,12,(2) Agree,19,Full-time,Female
(2) Part-time worker,(2) Female,6,(2) Agree,6.875,Part-time,Female
(1) Full-time worker,(2) Female,9,(1) Strongly agree,11.59678858163,Full-time,Female
